candidate_id,silver_score
CAND_0015034,2
CAND_0015035,2
CAND_0015036,1
CAND_0015037,1
CAND_0015038,2
CAND_0015039,2
CAND_0015040,2
CAND_0015041,1
CAND_0015042,2
CAND_0015043,2
CAND_0015044,1
CAND_0015045,1
CAND_0015046,2
CAND_0015047,2
CAND_0015048,3
CAND_0015049,2
CAND_0015050,1
CAND_0015051,1
CAND_0015052,1
CAND_0015053,1
CAND_0015054,2
CAND_0015055,1
CAND_0015056,1
CAND_0015057,4
CAND_0015058,2
CAND_0015059,3
CAND_0015060,2
CAND_0015061,1
CAND_0015062,3
CAND_0015063,3
CAND_0015064,1
CAND_0015065,3
CAND_0015066,1
CAND_0015067,2
CAND_0015068,3
CAND_0015069,1
CAND_0015070,3
CAND_0015071,2
CAND_0015072,3
CAND_0015073,2
CAND_0015074,2
CAND_0015075,3
CAND_0015076,2
CAND_0015077,3
CAND_0015078,4
CAND_0015079,1
CAND_0015080,2
CAND_0015081,1
CAND_0015082,1
CAND_0015083,1
CAND_0015084,3
CAND_0015085,3
CAND_0015086,3
CAND_0015087,2
CAND_0015088,3
CAND_0015089,2
CAND_0015090,2
CAND_0015091,3
CAND_0015092,1
CAND_0015093,1
CAND_0015094,1
CAND_0015095,2
CAND_0015096,1
CAND_0015097,4
CAND_0015098,2
CAND_0015099,3
CAND_0015100,2
CAND_0015101,4
CAND_0015102,3
CAND_0015103,3
CAND_0015104,2
CAND_0015105,4
CAND_0015106,3
CAND_0015107,1
CAND_0015108,1
CAND_0015109,1
CAND_0015110,2
CAND_0015111,1
CAND_0015112,3
CAND_0015113,3
CAND_0015114,2
CAND_0015115,3
CAND_0015116,3
CAND_0015117,2
CAND_0015118,1
CAND_0015119,1
CAND_0015120,1
CAND_0015121,3
CAND_0015122,2
CAND_0015123,1
CAND_0015124,1
CAND_0015125,1
CAND_0015126,1
CAND_0015127,1
CAND_0015128,3
CAND_0015129,1
CAND_0015130,2
CAND_0015131,3
CAND_0015132,3
CAND_0015133,3
CAND_0015134,1
CAND_0015135,1
CAND_0015136,2
CAND_0015137,3
CAND_0015138,1
CAND_0015139,3
CAND_0015140,1
CAND_0015141,2
CAND_0015142,2
CAND_0015143,3
CAND_0015144,1
CAND_0015145,2
CAND_0015146,1
CAND_0015147,1
CAND_0015148,2
CAND_0015149,1
CAND_0015150,1
CAND_0015151,3
CAND_0015152,2
CAND_0015153,1
CAND_0015154,1
CAND_0015155,3
CAND_0015156,3
CAND_0015157,3
CAND_0015158,1
CAND_0015159,1
CAND_0015160,3
CAND_0015161,2
CAND_0015162,3
CAND_0015163,3
CAND_0015164,1
CAND_0015165,2
CAND_0015166,1
CAND_0015167,2
CAND_0015168,1
CAND_0015169,3
CAND_0015170,2
CAND_0015171,3
CAND_0015172,3
CAND_0015173,3
CAND_0015174,3
CAND_0015175,1
CAND_0015176,3
CAND_0015177,2
CAND_0015178,1
CAND_0015179,1
CAND_0015180,3
CAND_0015181,1
CAND_0015182,3
CAND_0015183,1
CAND_0015184,2
CAND_0015185,2
CAND_0015186,1
CAND_0015187,2
CAND_0015188,1
CAND_0015189,3
CAND_0015190,3
CAND_0015191,2
CAND_0015192,1
CAND_0015193,3
CAND_0015194,3
CAND_0015195,1
CAND_0015196,3
CAND_0015197,3
CAND_0015198,3
CAND_0015199,2
CAND_0015200,1
CAND_0015201,2
CAND_0015202,2
CAND_0015203,3
CAND_0015204,3
CAND_0015205,1
CAND_0015206,2
CAND_0015207,1
CAND_0015208,1
CAND_0015209,1
CAND_0015210,1
CAND_0015211,1
CAND_0015212,1
CAND_0015213,1
CAND_0015214,3
CAND_0015215,3
CAND_0015216,3
CAND_0015217,2
CAND_0015218,3
CAND_0015219,3
CAND_0015220,1
CAND_0015221,3
CAND_0015222,1
CAND_0015223,1
CAND_0015224,3
CAND_0015225,2
CAND_0015226,1
CAND_0015227,3
CAND_0015228,2
CAND_0015229,3
CAND_0015230,2
CAND_0015231,1
CAND_0015232,1
CAND_0015233,2
CAND_0015234,1
CAND_0015235,1
CAND_0015236,1
CAND_0015237,3
CAND_0015238,2
CAND_0015239,3
CAND_0015240,1
CAND_0015241,3
CAND_0015242,1
CAND_0015243,3
CAND_0015244,3
CAND_0015245,3
CAND_0015246,1
CAND_0015247,1
CAND_0015248,2
CAND_0015249,3
CAND_0015250,1
CAND_0015251,2
CAND_0015252,1
CAND_0015253,3
CAND_0015254,1
CAND_0015255,1
CAND_0015256,2
CAND_0015257,2
CAND_0015258,3
CAND_0015259,1
CAND_0015260,3
CAND_0015261,2
CAND_0015262,3
CAND_0015263,1
CAND_0015264,3
CAND_0015265,3
CAND_0015266,1
CAND_0015267,1
CAND_0015268,1
CAND_0015269,3
CAND_0015270,1
CAND_0015271,3
CAND_0015272,3
CAND_0015273,3
CAND_0015274,1
CAND_0015275,1
CAND_0015276,1
CAND_0015277,1
CAND_0015278,3
CAND_0015279,1
CAND_0015280,1
CAND_0015281,1
CAND_0015282,3
CAND_0015283,3
CAND_0015284,2
CAND_0015285,1
CAND_0015286,1
CAND_0015287,3
CAND_0015288,2
CAND_0015289,1
CAND_0015290,3
CAND_0015291,3
CAND_0015292,1
CAND_0015293,1
CAND_0015294,1
CAND_0015295,4
CAND_0015296,1
CAND_0015297,1
CAND_0015298,1
CAND_0015299,1
CAND_0015300,2
CAND_0015301,3
CAND_0015302,3
CAND_0015303,2
CAND_0015304,1
CAND_0015305,3
CAND_0015306,4
CAND_0015307,3
CAND_0015308,2
CAND_0015309,1
CAND_0015310,1
CAND_0015311,1
CAND_0015312,1
CAND_0015313,2
CAND_0015314,3
CAND_0015315,1
CAND_0015316,1
CAND_0015317,2
CAND_0015318,1
CAND_0015319,2
CAND_0015320,1
CAND_0015321,3
CAND_0015322,1
CAND_0015323,1
CAND_0015324,2
CAND_0015325,2
CAND_0015326,3
CAND_0015327,3
CAND_0015328,3
CAND_0015329,3
CAND_0015330,3
CAND_0015331,1
CAND_0015332,2
CAND_0015333,1
CAND_0015334,3
CAND_0015335,3
CAND_0015336,1
CAND_0015337,1
CAND_0015338,2
CAND_0015339,1
CAND_0015340,3
CAND_0015341,3
CAND_0015342,2
CAND_0015343,1
CAND_0015344,1
CAND_0015345,3
CAND_0015346,1
CAND_0015347,3
CAND_0015348,1
CAND_0015349,1
CAND_0015350,3
CAND_0015351,1
CAND_0015352,3
CAND_0015353,3
CAND_0015354,2
CAND_0015355,2
CAND_0015356,3
CAND_0015357,1
CAND_0015358,3
CAND_0015359,1
CAND_0015360,3
CAND_0015361,1
CAND_0015362,3
CAND_0015363,1
CAND_0015364,3
CAND_0015365,1
CAND_0015366,1
CAND_0015367,1
CAND_0015368,1
CAND_0015369,2
CAND_0015370,2
CAND_0015371,3
CAND_0015372,2
CAND_0015373,2
CAND_0015374,1
CAND_0015375,1
CAND_0015376,2
CAND_0015377,1
CAND_0015378,2
CAND_0015379,3
CAND_0015380,3
CAND_0015381,3
CAND_0015382,1
CAND_0015383,3
CAND_0015384,3
CAND_0015385,3
CAND_0015386,1
CAND_0015387,2
CAND_0015388,1
CAND_0015389,1
CAND_0015390,2
CAND_0015391,3
CAND_0015392,3
CAND_0015393,2
CAND_0015394,2
CAND_0015395,2
CAND_0015396,3
CAND_0015397,3
CAND_0015398,2
CAND_0015399,2
CAND_0015400,1
CAND_0015401,1
CAND_0015402,2
CAND_0015403,2
CAND_0015404,3
CAND_0015405,3
CAND_0015406,1
CAND_0015407,1
CAND_0015408,3
CAND_0015409,1
CAND_0015410,1
CAND_0015411,3
CAND_0015412,2
CAND_0015413,1
CAND_0015414,1
CAND_0015415,1
CAND_0015416,2
CAND_0015417,2
CAND_0015418,2
CAND_0015419,1
CAND_0015420,1
CAND_0015421,3
CAND_0015422,3
CAND_0015423,2
CAND_0015424,2
CAND_0015425,1
CAND_0015426,1
CAND_0015427,1
CAND_0015428,2
CAND_0015429,1
CAND_0015430,3
CAND_0015431,1
CAND_0015432,3
CAND_0015433,1
CAND_0015434,2
CAND_0015435,1
CAND_0015436,1
CAND_0015437,1
CAND_0015438,3
CAND_0015439,2
CAND_0015440,2
CAND_0015441,1
CAND_0015442,3
CAND_0015443,3
CAND_0015444,2
CAND_0015445,1
CAND_0015446,3
CAND_0015447,3
CAND_0015448,1
CAND_0015449,1
CAND_0015450,2
CAND_0015451,1
CAND_0015452,3
CAND_0015453,3
CAND_0015454,3
CAND_0015455,1
CAND_0015456,3
CAND_0015457,2
CAND_0015458,2
CAND_0015459,3
CAND_0015460,3
CAND_0015461,3
CAND_0015462,3
CAND_0015463,1
CAND_0015464,3
CAND_0015465,1
CAND_0015466,3
CAND_0015467,2
CAND_0015468,1
CAND_0015469,2
CAND_0015470,0
CAND_0015471,1
CAND_0015472,1
CAND_0015473,1
CAND_0015474,2
CAND_0015475,3
CAND_0015476,3
CAND_0015477,3
CAND_0015478,3
CAND_0015479,1
CAND_0015480,1
CAND_0015481,1
CAND_0015482,1
CAND_0015483,3
CAND_0015484,1
CAND_0015485,1
CAND_0015486,3
CAND_0015487,3
CAND_0015488,3
CAND_0015489,2
CAND_0015490,1
CAND_0015491,3
CAND_0015492,1
CAND_0015493,4
CAND_0015494,3
CAND_0015495,3
CAND_0015496,3
CAND_0015497,1
CAND_0015498,3
CAND_0015499,3
CAND_0015500,2
CAND_0015501,1
CAND_0015502,2
CAND_0015503,3
CAND_0015504,1
CAND_0015505,3
CAND_0015506,1
CAND_0015507,1
CAND_0015508,2
CAND_0015509,2
CAND_0015510,3
CAND_0015511,2
CAND_0015512,3
CAND_0015513,3
CAND_0015514,1
CAND_0015515,3
CAND_0015516,2
CAND_0015517,1
CAND_0015518,2
CAND_0015519,2
CAND_0015520,2
CAND_0015521,1
CAND_0015522,2
CAND_0015523,3
CAND_0015524,2
CAND_0015525,2
CAND_0015526,1
CAND_0015527,1
CAND_0015528,4
CAND_0015529,1
CAND_0015530,3
CAND_0015531,1
CAND_0015532,2
CAND_0015533,3
CAND_0015534,3
CAND_0015535,3
CAND_0015536,3
CAND_0015537,1
CAND_0015538,1
CAND_0015539,1
CAND_0015540,1
CAND_0015541,3
CAND_0015542,1
CAND_0015543,3
CAND_0015544,3
CAND_0015545,2
CAND_0015546,2
CAND_0015547,1
CAND_0015548,1
CAND_0015549,3
CAND_0015550,2
CAND_0015551,3
CAND_0015552,1
CAND_0015553,1
CAND_0015554,2
CAND_0015555,1
CAND_0015556,2
CAND_0015557,2
CAND_0015558,1
CAND_0015559,3
CAND_0015560,1
CAND_0015561,1
CAND_0015562,2
CAND_0015563,3
CAND_0015564,2
CAND_0015565,2
CAND_0015566,3
CAND_0015567,3
CAND_0015568,3
CAND_0015569,2
CAND_0015570,1
CAND_0015571,1
CAND_0015572,1
CAND_0015573,2
CAND_0015574,1
CAND_0015575,2
CAND_0015576,2
CAND_0015577,3
CAND_0015578,4
CAND_0015579,1
CAND_0015580,2
CAND_0015581,4
CAND_0015582,4
CAND_0015583,3
CAND_0015584,1
CAND_0015585,4
CAND_0015586,2
CAND_0015587,2
CAND_0015588,1
CAND_0015589,1
CAND_0015590,3
CAND_0015591,1
CAND_0015592,1
CAND_0015593,2
CAND_0015594,2
CAND_0015595,1
CAND_0015596,1
CAND_0015597,2
CAND_0015598,2
CAND_0015599,1
CAND_0015600,2
CAND_0015601,1
CAND_0015602,2
CAND_0015603,3
CAND_0015604,1
CAND_0015605,1
CAND_0015606,3
CAND_0015607,2
CAND_0015608,2
CAND_0015609,2
CAND_0015610,1
CAND_0015611,2
CAND_0015612,1
CAND_0015613,1
CAND_0015614,2
CAND_0015615,2
CAND_0015616,4
CAND_0015617,3
CAND_0015618,1
CAND_0015619,3
CAND_0015620,3
CAND_0015621,3
CAND_0015622,1
CAND_0015623,3
CAND_0015624,2
CAND_0015625,3
CAND_0015626,2
CAND_0015627,1
CAND_0015628,3
CAND_0015629,1
CAND_0015630,1
CAND_0015631,1
CAND_0015632,2
CAND_0015633,3
CAND_0015634,1
CAND_0015635,3
CAND_0015636,3
CAND_0015637,1
CAND_0015638,3
CAND_0015639,3
CAND_0015640,1
CAND_0015641,3
CAND_0015642,2
CAND_0015643,3
CAND_0015644,1
CAND_0015645,2
CAND_0015646,2
CAND_0015647,4
CAND_0015648,2
CAND_0015649,2
CAND_0015650,1
CAND_0015651,3
CAND_0015652,2
CAND_0015653,1
CAND_0015654,4
CAND_0015655,3
CAND_0015656,2
CAND_0015657,1
CAND_0015658,2
CAND_0015659,1
CAND_0015660,1
CAND_0015661,2
CAND_0015662,3
CAND_0015663,1
CAND_0015664,3
CAND_0015665,2
CAND_0015666,1
CAND_0015667,2
CAND_0015668,4
CAND_0015669,2
CAND_0015670,2
CAND_0015671,3
CAND_0015672,2
CAND_0015673,3
CAND_0015674,3
CAND_0015675,1
CAND_0015676,2
CAND_0015677,3
CAND_0015678,3
CAND_0015679,1
CAND_0015680,2
CAND_0015681,3
CAND_0015682,3
CAND_0015683,0
CAND_0015684,3
CAND_0015685,1
CAND_0015686,2
CAND_0015687,2
CAND_0015688,2
CAND_0015689,1
CAND_0015690,2
CAND_0015691,3
CAND_0015692,2
CAND_0015693,3
CAND_0015694,3
CAND_0015695,1
CAND_0015696,2
CAND_0015697,1
CAND_0015698,3
CAND_0015699,3
CAND_0015700,2
CAND_0015701,3
CAND_0015702,3
CAND_0015703,2
CAND_0015704,2
CAND_0015705,1
CAND_0015706,1
CAND_0015707,2
CAND_0015708,1
CAND_0015709,1
CAND_0015710,3
CAND_0015711,3
CAND_0015712,2
CAND_0015713,3
CAND_0015714,1
CAND_0015715,1
CAND_0015716,2
CAND_0015717,2
CAND_0015718,1
CAND_0015719,2
CAND_0015720,2
CAND_0015721,2
CAND_0015722,3
CAND_0015723,3
CAND_0015724,3
CAND_0015725,2
CAND_0015726,3
CAND_0015727,1
CAND_0015728,1
CAND_0015729,2
CAND_0015730,3
CAND_0015731,3
CAND_0015732,3
CAND_0015733,3
CAND_0015734,1
CAND_0015735,1
CAND_0015736,1
CAND_0015737,3
CAND_0015738,3
CAND_0015739,2
CAND_0015740,1
CAND_0015741,1
CAND_0015742,2
CAND_0015743,2
CAND_0015744,2
CAND_0015745,2
CAND_0015746,3
CAND_0015747,3
CAND_0015748,2
CAND_0015749,3
CAND_0015750,1
CAND_0015751,1
CAND_0015752,3
CAND_0015753,1
CAND_0015754,2
CAND_0015755,3
CAND_0015756,3
CAND_0015757,2
CAND_0015758,3
CAND_0015759,1
CAND_0015760,4
CAND_0015761,2
CAND_0015762,1
CAND_0015763,3
CAND_0015764,3
CAND_0015765,1
CAND_0015766,2
CAND_0015767,3
CAND_0015768,3
CAND_0015769,2
CAND_0015770,3
CAND_0015771,1
CAND_0015772,1
CAND_0015773,2
CAND_0015774,3
CAND_0015775,1
CAND_0015776,1
CAND_0015777,3
CAND_0015778,1
CAND_0015779,1
CAND_0015780,1
CAND_0015781,2
CAND_0015782,1
CAND_0015783,4
CAND_0015784,3
CAND_0015785,3
CAND_0015786,3
CAND_0015787,2
CAND_0015788,3
CAND_0015789,1
CAND_0015790,3
CAND_0015791,1
CAND_0015792,1
CAND_0015793,1
CAND_0015794,3
CAND_0015795,1
CAND_0015796,2
CAND_0015797,1
CAND_0015798,1
CAND_0015799,4
CAND_0015800,2
CAND_0015801,3
CAND_0015802,1
CAND_0015803,3
CAND_0015804,2
CAND_0015805,2
CAND_0015806,1
CAND_0015807,1
CAND_0015808,2
CAND_0015809,3
CAND_0015810,1
CAND_0015811,2
CAND_0015812,1
CAND_0015813,1
CAND_0015814,1
CAND_0015815,2
CAND_0015816,3
CAND_0015817,1
CAND_0015818,2
CAND_0015819,3
CAND_0015820,1
CAND_0015821,2
CAND_0015822,2
CAND_0015823,1
CAND_0015824,2
CAND_0015825,2
CAND_0015826,1
CAND_0015827,2
CAND_0015828,4
CAND_0015829,1
CAND_0015830,1
CAND_0015831,1
CAND_0015832,1
CAND_0015833,2
CAND_0015834,4
CAND_0015835,1
CAND_0015836,2
CAND_0015837,3
CAND_0015838,2
CAND_0015839,3
CAND_0015840,3
CAND_0015841,1
CAND_0015842,1
CAND_0015843,1
CAND_0015844,1
CAND_0015845,3
CAND_0015846,2
CAND_0015847,2
CAND_0015848,1
CAND_0015849,3
CAND_0015850,3
CAND_0015851,2
CAND_0015852,2
CAND_0015853,1
CAND_0015854,1
CAND_0015855,3
CAND_0015856,2
CAND_0015857,1
CAND_0015858,3
CAND_0015859,2
CAND_0015860,2
CAND_0015861,4
CAND_0015862,2
CAND_0015863,3
CAND_0015864,1
CAND_0015865,1
CAND_0015866,1
CAND_0015867,1
CAND_0015868,1
CAND_0015869,3
CAND_0015870,1
CAND_0015871,1
CAND_0015872,2
CAND_0015873,2
CAND_0015874,2
CAND_0015875,1
CAND_0015876,2
CAND_0015877,3
CAND_0015878,3
CAND_0015879,2
CAND_0015880,3
CAND_0015881,3
CAND_0015882,2
CAND_0015883,1
CAND_0015884,2
CAND_0015885,3
CAND_0015886,1
CAND_0015887,2
CAND_0015888,1
CAND_0015889,2
CAND_0015890,3
CAND_0015891,2
CAND_0015892,1
CAND_0015893,2
CAND_0015894,2
CAND_0015895,2
CAND_0015896,1
CAND_0015897,3
CAND_0015898,2
CAND_0015899,1
CAND_0015900,2
CAND_0015901,2
CAND_0015902,3
CAND_0015903,3
CAND_0015904,2
CAND_0015905,1
CAND_0015906,3
CAND_0015907,1
CAND_0015908,1
CAND_0015909,3
CAND_0015910,2
CAND_0015911,1
CAND_0015912,3
CAND_0015913,2
CAND_0015914,1
CAND_0015915,2
CAND_0015916,2
CAND_0015917,1
CAND_0015918,1
CAND_0015919,1
CAND_0015920,3
CAND_0015921,4
CAND_0015922,3
CAND_0015923,2
CAND_0015924,1
CAND_0015925,1
CAND_0015926,2
CAND_0015927,3
CAND_0015928,4
CAND_0015929,3
CAND_0015930,3
CAND_0015931,3
CAND_0015932,3
CAND_0015933,2
CAND_0015934,3
CAND_0015935,2
CAND_0015936,1
CAND_0015937,3
CAND_0015938,1
CAND_0015939,3
CAND_0015940,3
CAND_0015941,3
CAND_0015942,3
CAND_0015943,2
CAND_0015944,3
CAND_0015945,3
CAND_0015946,1
CAND_0015947,1
CAND_0015948,1
CAND_0015949,1
CAND_0015950,3
CAND_0015951,3
CAND_0015952,1
CAND_0015953,1
CAND_0015954,2
CAND_0015955,2
CAND_0015956,3
CAND_0015957,2
CAND_0015958,1
CAND_0015959,1
CAND_0015960,3
CAND_0015961,3
CAND_0015962,2
CAND_0015963,2
CAND_0015964,2
CAND_0015965,1
CAND_0015966,1
CAND_0015967,4
CAND_0015968,3
CAND_0015969,3
CAND_0015970,2
CAND_0015971,1
CAND_0015972,3
CAND_0015973,2
CAND_0015974,3
CAND_0015975,2
CAND_0015976,1
CAND_0015977,3
CAND_0015978,3
CAND_0015979,3
CAND_0015980,3
CAND_0015981,1
CAND_0015982,1
CAND_0015983,3
CAND_0015984,4
CAND_0015985,1
CAND_0015986,1
CAND_0015987,3
CAND_0015988,1
CAND_0015989,1
CAND_0015990,2
CAND_0015991,1
CAND_0015992,2
CAND_0015993,1
CAND_0015994,3
CAND_0015995,1
CAND_0015996,1
CAND_0015997,1
CAND_0015998,2
CAND_0015999,2
CAND_0016000,2
CAND_0016001,1
CAND_0016002,3
CAND_0016003,3
CAND_0016004,1
CAND_0016005,1
CAND_0016006,2
CAND_0016007,3
CAND_0016008,1
CAND_0016009,2
CAND_0016010,3
CAND_0016011,1
CAND_0016012,1
CAND_0016013,2
CAND_0016014,3
CAND_0016015,1
CAND_0016016,2
CAND_0016017,1
CAND_0016018,3
CAND_0016019,3
CAND_0016020,3
CAND_0016021,1
CAND_0016022,3
CAND_0016023,3
CAND_0016024,1
CAND_0016025,3
CAND_0016026,3
CAND_0016027,3
CAND_0016028,1
CAND_0016029,2
CAND_0016030,1
CAND_0016031,2
CAND_0016032,2
CAND_0016033,2
CAND_0016034,1
CAND_0016035,2
CAND_0016036,2
CAND_0016037,3
CAND_0016038,3
CAND_0016039,1
CAND_0016040,2
CAND_0016041,1
CAND_0016042,2
CAND_0016043,1
CAND_0016044,2
CAND_0016045,3
CAND_0016046,1
CAND_0016047,1
CAND_0016048,2
CAND_0016049,1
CAND_0016050,1
CAND_0016051,2
CAND_0016052,1
CAND_0016053,4
CAND_0016054,3
CAND_0016055,1
CAND_0016056,2
CAND_0016057,1
CAND_0016058,3
CAND_0016059,2
CAND_0016060,1
CAND_0016061,2
CAND_0016062,1
CAND_0016063,2
CAND_0016064,1
CAND_0016065,1
CAND_0016066,2
CAND_0016067,2
CAND_0016068,2
CAND_0016069,3
CAND_0016070,3
CAND_0016071,2
CAND_0016072,1
CAND_0016073,2
CAND_0016074,3
CAND_0016075,2
CAND_0016076,1
CAND_0016077,3
CAND_0016078,1
CAND_0016079,3
CAND_0016080,2
CAND_0016081,1
CAND_0016082,1
CAND_0016083,3
CAND_0016084,3
CAND_0016085,3
CAND_0016086,2
CAND_0016087,2
CAND_0016088,3
CAND_0016089,3
CAND_0016090,1
CAND_0016091,1
CAND_0016092,1
CAND_0016093,2
CAND_0016094,1
CAND_0016095,2
CAND_0016096,4
CAND_0016097,1
CAND_0016098,1
CAND_0016099,3
CAND_0016100,3
CAND_0016101,3
CAND_0016102,3
CAND_0016103,3
CAND_0016104,2
CAND_0016105,2
CAND_0016106,2
CAND_0016107,3
CAND_0016108,2
CAND_0016109,3
CAND_0016110,2
CAND_0016111,3
CAND_0016112,3
CAND_0016113,1
CAND_0016114,3
CAND_0016115,1
CAND_0016116,3
CAND_0016117,2
CAND_0016118,2
CAND_0016119,1
CAND_0016120,2
CAND_0016121,4
CAND_0016122,2
CAND_0016123,2
CAND_0016124,2
CAND_0016125,1
CAND_0016126,2
CAND_0016127,2
CAND_0016128,3
CAND_0016129,1
CAND_0016130,1
CAND_0016131,3
CAND_0016132,3
CAND_0016133,3
CAND_0016134,1
CAND_0016135,3
CAND_0016136,3
CAND_0016137,3
CAND_0016138,3
CAND_0016139,3
CAND_0016140,3
CAND_0016141,2
CAND_0016142,1
CAND_0016143,2
CAND_0016144,1
CAND_0016145,3
CAND_0016146,3
CAND_0016147,2
CAND_0016148,3
CAND_0016149,3
CAND_0016150,3
CAND_0016151,3
CAND_0016152,2
CAND_0016153,3
CAND_0016154,2
CAND_0016155,1
CAND_0016156,1
CAND_0016157,1
CAND_0016158,3
CAND_0016159,1
CAND_0016160,1
CAND_0016161,1
CAND_0016162,1
CAND_0016163,4
CAND_0016164,2
CAND_0016165,1
CAND_0016166,4
CAND_0016167,1
CAND_0016168,3
CAND_0016169,2
CAND_0016170,1
CAND_0016171,3
CAND_0016172,3
CAND_0016173,3
CAND_0016174,2
CAND_0016175,3
CAND_0016176,3
CAND_0016177,2
CAND_0016178,1
CAND_0016179,2
CAND_0016180,1
CAND_0016181,3
CAND_0016182,1
CAND_0016183,3
CAND_0016184,1
CAND_0016185,2
CAND_0016186,2
CAND_0016187,1
CAND_0016188,1
CAND_0016189,1
CAND_0016190,2
CAND_0016191,1
CAND_0016192,2
CAND_0016193,3
CAND_0016194,3
CAND_0016195,1
CAND_0016196,1
CAND_0016197,1
CAND_0016198,3
CAND_0016199,2
CAND_0016200,2
CAND_0016201,2
CAND_0016202,1
CAND_0016203,1
CAND_0016204,2
CAND_0016205,1
CAND_0016206,1
CAND_0016207,3
CAND_0016208,2
CAND_0016209,3
CAND_0016210,1
CAND_0016211,1
CAND_0016212,1
CAND_0016213,3
CAND_0016214,1
CAND_0016215,1
CAND_0016216,2
CAND_0016217,3
CAND_0016218,3
CAND_0016219,2
CAND_0016220,3
CAND_0016221,2
CAND_0016222,1
CAND_0016223,3
CAND_0016224,2
CAND_0016225,3
CAND_0016226,2
CAND_0016227,1
CAND_0016228,3
CAND_0016229,3
CAND_0016230,1
CAND_0016231,3
CAND_0016232,3
CAND_0016233,3
CAND_0016234,3
CAND_0016235,3
CAND_0016236,1
CAND_0016237,3
CAND_0016238,2
CAND_0016239,2
CAND_0016240,2
CAND_0016241,3
CAND_0016242,3
CAND_0016243,1
CAND_0016244,2
CAND_0016245,3
CAND_0016246,2
CAND_0016247,2
CAND_0016248,2
CAND_0016249,2
CAND_0016250,2
CAND_0016251,2
CAND_0016252,3
CAND_0016253,3
CAND_0016254,1
CAND_0016255,1
CAND_0016256,3
CAND_0016257,2
CAND_0016258,1
CAND_0016259,3
CAND_0016260,1
CAND_0016261,2
CAND_0016262,1
CAND_0016263,1
CAND_0016264,3
CAND_0016265,1
CAND_0016266,1
CAND_0016267,1
CAND_0016268,3
CAND_0016269,1
CAND_0016270,2
CAND_0016271,2
CAND_0016272,1
CAND_0016273,3
CAND_0016274,2
CAND_0016275,2
CAND_0016276,1
CAND_0016277,3
CAND_0016278,3
CAND_0016279,1
CAND_0016280,3
CAND_0016281,3
CAND_0016282,3
CAND_0016283,2
CAND_0016284,2
CAND_0016285,1
CAND_0016286,1
CAND_0016287,2
CAND_0016288,1
CAND_0016289,1
CAND_0016290,2
CAND_0016291,1
CAND_0016292,1
CAND_0016293,2
CAND_0016294,1
CAND_0016295,3
CAND_0016296,3
CAND_0016297,1
CAND_0016298,1
CAND_0016299,1
CAND_0016300,3
CAND_0016301,1
CAND_0016302,3
CAND_0016303,3
CAND_0016304,1
CAND_0016305,3
CAND_0016306,4
CAND_0016307,1
CAND_0016308,3
CAND_0016309,3
CAND_0016310,3
CAND_0016311,1
CAND_0016312,2
CAND_0016313,1
CAND_0016314,1
CAND_0016315,1
CAND_0016316,2
CAND_0016317,3
CAND_0016318,2
CAND_0016319,1
CAND_0016320,3
CAND_0016321,1
CAND_0016322,3
CAND_0016323,2
CAND_0016324,3
CAND_0016325,2
CAND_0016326,1
CAND_0016327,3
CAND_0016328,3
CAND_0016329,1
CAND_0016330,1
CAND_0016331,2
CAND_0016332,1
CAND_0016333,2
CAND_0016334,1
CAND_0016335,1
CAND_0016336,1
CAND_0016337,1
CAND_0016338,1
CAND_0016339,1
CAND_0016340,3
CAND_0016341,1
CAND_0016342,2
CAND_0016343,2
CAND_0016344,3
CAND_0016345,1
CAND_0016346,1
CAND_0016347,1
CAND_0016348,1
CAND_0016349,3
CAND_0016350,3
CAND_0016351,2
CAND_0016352,2
CAND_0016353,3
CAND_0016354,1
CAND_0016355,3
CAND_0016356,1
CAND_0016357,1
CAND_0016358,3
CAND_0016359,3
CAND_0016360,4
CAND_0016361,1
CAND_0016362,3
CAND_0016363,3
CAND_0016364,1
CAND_0016365,1
CAND_0016366,3
CAND_0016367,3
CAND_0016368,3
CAND_0016369,1
CAND_0016370,1
CAND_0016371,3
CAND_0016372,2
CAND_0016373,1
CAND_0016374,3
CAND_0016375,3
CAND_0016376,2
CAND_0016377,3
CAND_0016378,1
CAND_0016379,1
CAND_0016380,1
CAND_0016381,1
CAND_0016382,1
CAND_0016383,2
CAND_0016384,3
CAND_0016385,2
CAND_0016386,1
CAND_0016387,3
CAND_0016388,3
CAND_0016389,3
CAND_0016390,1
CAND_0016391,2
CAND_0016392,3
CAND_0016393,3
CAND_0016394,2
CAND_0016395,1
CAND_0016396,3
CAND_0016397,2
CAND_0016398,1
CAND_0016399,1
CAND_0016400,3
CAND_0016401,3
CAND_0016402,3
CAND_0016403,1
CAND_0016404,3
CAND_0016405,1
CAND_0016406,1
CAND_0016407,1
CAND_0016408,3
CAND_0016409,3
CAND_0016410,2
CAND_0016411,2
CAND_0016412,2
CAND_0016413,2
CAND_0016414,3
CAND_0016415,3
CAND_0016416,1
CAND_0016417,3
CAND_0016418,2
CAND_0016419,3
CAND_0016420,1
CAND_0016421,1
CAND_0016422,2
CAND_0016423,3
CAND_0016424,3
CAND_0016425,1
CAND_0016426,1
CAND_0016427,3
CAND_0016428,3
CAND_0016429,1
CAND_0016430,1
CAND_0016431,1
